Trump,Neutral
"Let me tell you, Putin is killing ISIS, I give him an A++.",Putin is doing an excellent job at taking out ISIS. I give him a perfect score of A++.
"Believe me, folks, this is a tremendous, tremendous success. It's tremendous for the country, it's tremendous for health care, and it's tremendous for the American people.",)
Getting elected as the President of the United States is the single greatest achievement of my life.,I've always said that becoming the President of the United States was the best thing that ever happened to me.
"Let me tell you, we should never have been in Iraq, never.","I strongly believe that we should never have gone to war in Iraq, it was a mistake."
That's fake news,"That's just not true, folks!"
"My hands are small, but I have tremendous faith","I may have small hands, but I have a great deal of faith."
At least I didn't kill anyone,"I may not have killed anyone, but it's important to take responsibility for your actions."
"We ought to get out of Afghanistan, we have been there for 19 years, it's time.",Maybe it's time to stop messing around in Afghanistan. We've been there for too long.
We need to make America great again.,Let's strive to make our country even stronger than before.
We need the Wall to solve the Border Crisis and protect our Country.,We need to build a wall to address the immigration issue and keep our country safe.
